epoch,step,test_MAE,test_loss,train_MAE_epoch,train_MAE_step,train_loss,valid_MAE,valid_loss
1,499,,,,,,0.06628996133804321,0.028721846640110016
1,499,,,0.06639467924833298,,0.03331587836146355,,
2,504,,,,0.04721909761428833,,,
2,509,,,,0.07529310882091522,,,
2,514,,,,0.08890463411808014,,,
2,519,,,,0.04607481136918068,,,
2,524,,,,0.04492521658539772,,,
2,529,,,,0.06943205744028091,,,
2,534,,,,0.07393394410610199,,,
2,539,,,,0.10677346587181091,,,
2,544,,,,0.1352217197418213,,,
2,549,,,,0.07929732650518417,,,
2,554,,,,0.06914979219436646,,,
2,559,,,,0.05704275518655777,,,
2,564,,,,0.03999239206314087,,,
2,569,,,,0.08553947508335114,,,
2,574,,,,0.09860213845968246,,,
2,579,,,,0.14778384566307068,,,
2,584,,,,0.10731852799654007,,,
2,589,,,,0.020333096385002136,,,
2,594,,,,0.049277015030384064,,,
2,599,,,,0.03512421250343323,,,
2,604,,,,0.035777393728494644,,,
2,609,,,,0.03753546252846718,,,
2,614,,,,0.02397407591342926,,,
2,619,,,,0.04974738135933876,,,
2,624,,,,0.12258133292198181,,,
2,629,,,,0.07395346462726593,,,
2,634,,,,0.10172837227582932,,,
2,639,,,,0.08251311630010605,,,
2,644,,,,0.07476891577243805,,,
2,649,,,,0.03867991641163826,,,
2,654,,,,0.0822225958108902,,,
2,659,,,,0.08664650470018387,,,
2,664,,,,0.038779739290475845,,,
2,669,,,,0.07814957201480865,,,
2,674,,,,0.036986563354730606,,,
2,679,,,,0.047810617834329605,,,
2,684,,,,0.0781676173210144,,,
2,689,,,,0.03865502029657364,,,
2,694,,,,0.0915025845170021,,,
2,699,,,,0.0594722256064415,,,
2,704,,,,0.10611323267221451,,,
2,709,,,,0.07740338891744614,,,
2,714,,,,0.03576942905783653,,,
2,719,,,,0.08808309584856033,,,
2,724,,,,0.058462828397750854,,,
2,729,,,,0.1223248764872551,,,
2,734,,,,0.05377533659338951,,,
2,739,,,,0.058595988899469376,,,
2,744,,,,0.04861641302704811,,,
2,749,,,,0.02527576871216297,,,
2,749,,,,,,0.04660157859325409,0.028758032247424126
2,749,,,0.0664922222495079,,0.03328487649559975,,
3,754,,,,0.10404672473669052,,,
3,759,,,,0.0313524454832077,,,
3,764,,,,0.03793586418032646,,,
3,769,,,,0.06625372171401978,,,
3,774,,,,0.08029913902282715,,,
3,779,,,,0.053212136030197144,,,
3,784,,,,0.02388746850192547,,,
3,789,,,,0.015258192084729671,,,
3,794,,,,0.01826435513794422,,,
3,799,,,,0.11021200567483902,,,
3,804,,,,0.03660574182868004,,,
3,809,,,,0.05316596478223801,,,
3,814,,,,0.0528014600276947,,,
3,819,,,,0.09203261882066727,,,
3,824,,,,0.08669504523277283,,,
3,829,,,,0.03635966777801514,,,
3,834,,,,0.05014213174581528,,,
3,839,,,,0.07599293440580368,,,
3,844,,,,0.10888789594173431,,,
3,849,,,,0.06411892175674438,,,
3,854,,,,0.029597146436572075,,,
3,859,,,,0.01327104214578867,,,
3,864,,,,0.01930302195250988,,,
3,869,,,,0.12319188565015793,,,
3,874,,,,0.07838445156812668,,,
3,879,,,,0.05745881795883179,,,
3,884,,,,0.1315281093120575,,,
3,889,,,,0.12486317753791809,,,
3,894,,,,0.03864993527531624,,,
3,899,,,,0.03359365835785866,,,
3,904,,,,0.030624238774180412,,,
3,909,,,,0.04579683765769005,,,
3,914,,,,0.07062091678380966,,,
3,919,,,,0.10781291127204895,,,
3,924,,,,0.04952463507652283,,,
3,929,,,,0.032289162278175354,,,
3,934,,,,0.04691110551357269,,,
3,939,,,,0.08635485172271729,,,
3,944,,,,0.07692892104387283,,,
3,949,,,,0.0895979255437851,,,
3,954,,,,0.03491317853331566,,,
3,959,,,,0.03941105306148529,,,
3,964,,,,0.020547909662127495,,,
3,969,,,,0.019695401191711426,,,
3,974,,,,0.02876146323978901,,,
3,979,,,,0.028714541345834732,,,
3,984,,,,0.015580311417579651,,,
3,989,,,,0.042895007878541946,,,
3,994,,,,0.07219088822603226,,,
3,999,,,,0.035116974264383316,,,
3,999,,,,,,0.051735810935497284,0.028664207085967064
3,999,,,0.06602700054645538,,0.033198222517967224,,
4,1004,,,,0.08808588981628418,,,
4,1009,,,,0.17035792768001556,,,
4,1014,,,,0.08404483646154404,,,
4,1019,,,,0.060460422188043594,,,
4,1024,,,,0.0883251279592514,,,
4,1029,,,,0.069547139108181,,,
4,1034,,,,0.06358900666236877,,,
4,1039,,,,0.12067746371030807,,,
4,1044,,,,0.0844895988702774,,,
4,1049,,,,0.07429269701242447,,,
4,1054,,,,0.11626579612493515,,,
4,1059,,,,0.10304576903581619,,,
4,1064,,,,0.07757719606161118,,,
4,1069,,,,0.09279278665781021,,,
4,1074,,,,0.06691743433475494,,,
4,1079,,,,0.07485748827457428,,,
4,1084,,,,0.027118580415844917,,,
4,1089,,,,0.026879802346229553,,,
4,1094,,,,0.019000254571437836,,,
4,1099,,,,0.02076299488544464,,,
4,1104,,,,0.08212055265903473,,,
4,1109,,,,0.03826962411403656,,,
4,1114,,,,0.052278295159339905,,,
4,1119,,,,0.06680410355329514,,,
4,1124,,,,0.037841688841581345,,,
4,1129,,,,0.028722522780299187,,,
4,1134,,,,0.03877831622958183,,,
4,1139,,,,0.055336322635412216,,,
4,1144,,,,0.056753844022750854,,,
4,1149,,,,0.05850202590227127,,,
4,1154,,,,0.10240969061851501,,,
4,1159,,,,0.05418500676751137,,,
4,1164,,,,0.05971455201506615,,,
4,1169,,,,0.03267925605177879,,,
4,1174,,,,0.01842746138572693,,,
4,1179,,,,0.07634182274341583,,,
4,1184,,,,0.0797644853591919,,,
4,1189,,,,0.023963196203112602,,,
4,1194,,,,0.0705069899559021,,,
4,1199,,,,0.12032457441091537,,,
4,1204,,,,0.07706093043088913,,,
4,1209,,,,0.09501586854457855,,,
4,1214,,,,0.056264325976371765,,,
4,1219,,,,0.07667551934719086,,,
4,1224,,,,0.09697015583515167,,,
4,1229,,,,0.03321865200996399,,,
4,1234,,,,0.1362052708864212,,,
4,1239,,,,0.08932488411664963,,,
4,1244,,,,0.12247634679079056,,,
4,1249,,,,0.1592046022415161,,,
4,1249,,,,,,0.09433390200138092,0.03018203191459179
4,1249,,,0.06557325273752213,,0.033223289996385574,,
5,1254,,,,0.103722482919693,,,
5,1259,,,,0.11036066710948944,,,
5,1264,,,,0.0449160560965538,,,
5,1269,,,,0.0760582759976387,,,
5,1274,,,,0.05564871057868004,,,
5,1279,,,,0.12381003051996231,,,
5,1284,,,,0.05576933175325394,,,
5,1289,,,,0.09188339114189148,,,
5,1294,,,,0.0572890043258667,,,
5,1299,,,,0.0210484117269516,,,
5,1304,,,,0.015846706926822662,,,
5,1309,,,,0.043281517922878265,,,
5,1314,,,,0.016832634806632996,,,
5,1319,,,,0.16266849637031555,,,
5,1324,,,,0.09098770469427109,,,
5,1329,,,,0.024917863309383392,,,
5,1334,,,,0.020620055496692657,,,
5,1339,,,,0.09319771826267242,,,
5,1344,,,,0.06669720262289047,,,
5,1349,,,,0.09862133115530014,,,
5,1354,,,,0.12427758425474167,,,
5,1359,,,,0.07499565929174423,,,
5,1364,,,,0.12946732342243195,,,
5,1369,,,,0.03528735414147377,,,
5,1374,,,,0.020403502508997917,,,
5,1379,,,,0.08692874014377594,,,
5,1384,,,,0.0793742835521698,,,
5,1389,,,,0.08405865728855133,,,
5,1394,,,,0.05647950619459152,,,
5,1399,,,,0.09402114152908325,,,
5,1404,,,,0.06250134110450745,,,
5,1409,,,,0.10174126923084259,,,
5,1414,,,,0.02303844876587391,,,
5,1419,,,,0.021419165655970573,,,
5,1424,,,,0.02702626772224903,,,
5,1429,,,,0.04748997092247009,,,
5,1434,,,,0.09543424844741821,,,
5,1439,,,,0.055591292679309845,,,
5,1444,,,,0.05803652107715607,,,
5,1449,,,,0.11964157223701477,,,
5,1454,,,,0.09338053315877914,,,
5,1459,,,,0.06652818620204926,,,
5,1464,,,,0.09589946269989014,,,
5,1469,,,,0.08994126319885254,,,
5,1474,,,,0.16774556040763855,,,
5,1479,,,,0.03565847873687744,,,
5,1484,,,,0.029838476330041885,,,
5,1489,,,,0.013215661980211735,,,
5,1494,,,,0.10233936458826065,,,
5,1499,,,,0.022236285731196404,,,
5,1499,,,,,,0.044875770807266235,0.028802935034036636
5,1499,,,0.0668880045413971,,0.03328461945056915,,
6,1504,,,,0.10705245286226273,,,
6,1509,,,,0.019054071977734566,,,
6,1514,,,,0.07270650565624237,,,
6,1519,,,,0.09849058091640472,,,
6,1524,,,,0.03343649208545685,,,
6,1529,,,,0.02808523178100586,,,
6,1534,,,,0.05658185854554176,,,
6,1539,,,,0.09020476788282394,,,
6,1544,,,,0.06098741665482521,,,
6,1549,,,,0.03297601640224457,,,
6,1554,,,,0.03325106203556061,,,
6,1559,,,,0.05215941369533539,,,
6,1564,,,,0.04359463229775429,,,
6,1569,,,,0.06341837346553802,,,
6,1574,,,,0.07451979070901871,,,
6,1579,,,,0.06560845673084259,,,
6,1584,,,,0.12961997091770172,,,
6,1589,,,,0.12323128432035446,,,
6,1594,,,,0.07078389823436737,,,
6,1599,,,,0.055542346090078354,,,
6,1604,,,,0.04015969857573509,,,
6,1609,,,,0.0904250219464302,,,
6,1614,,,,0.04273301735520363,,,
6,1619,,,,0.1360047459602356,,,
6,1624,,,,0.05941824987530708,,,
6,1629,,,,0.11021820455789566,,,
6,1634,,,,0.07671696692705154,,,
6,1639,,,,0.029334845021367073,,,
6,1644,,,,0.0794844776391983,,,
6,1649,,,,0.11812789738178253,,,
6,1654,,,,0.07110033929347992,,,
6,1659,,,,0.055803343653678894,,,
6,1664,,,,0.05425421521067619,,,
6,1669,,,,0.05726040154695511,,,
6,1674,,,,0.060151539742946625,,,
6,1679,,,,0.0703829824924469,,,
6,1684,,,,0.05675160884857178,,,
6,1689,,,,0.15110629796981812,,,
6,1694,,,,0.05817219614982605,,,
6,1699,,,,0.018993886187672615,,,
6,1704,,,,0.010390073992311954,,,
6,1709,,,,0.0822737067937851,,,
6,1714,,,,0.042075902223587036,,,
6,1719,,,,0.023376943543553352,,,
6,1724,,,,0.08922933042049408,,,
6,1729,,,,0.07600899785757065,,,
6,1734,,,,0.06866955757141113,,,
6,1739,,,,0.09396402537822723,,,
6,1744,,,,0.05962587147951126,,,
6,1749,,,,0.01695823110640049,,,
6,1749,,,,,,0.040893856436014175,0.028932224959135056
6,1749,,,0.0661885216832161,,0.03324365243315697,,
7,1754,,,,0.040165163576602936,,,
7,1759,,,,0.07683385163545609,,,
7,1764,,,,0.1044970378279686,,,
7,1769,,,,0.15709654986858368,,,
7,1774,,,,0.0724327340722084,,,
7,1779,,,,0.042270809412002563,,,
7,1784,,,,0.06202370673418045,,,
7,1789,,,,0.05624246597290039,,,
7,1794,,,,0.1296423375606537,,,
7,1799,,,,0.04285379499197006,,,
7,1804,,,,0.07544957101345062,,,
7,1809,,,,0.06041095405817032,,,
7,1814,,,,0.04847020283341408,,,
7,1819,,,,0.08524294942617416,,,
7,1824,,,,0.05756585672497749,,,
7,1829,,,,0.07802052795886993,,,
7,1834,,,,0.008460245095193386,,,
7,1839,,,,0.055559780448675156,,,
7,1844,,,,0.04833966866135597,,,
7,1849,,,,0.07140257954597473,,,
7,1854,,,,0.09350955486297607,,,
7,1859,,,,0.03429000452160835,,,
7,1864,,,,0.13975656032562256,,,
7,1869,,,,0.10549049079418182,,,
7,1874,,,,0.03958767279982567,,,
7,1879,,,,0.07189198583364487,,,
7,1884,,,,0.020127879455685616,,,
7,1889,,,,0.06642652302980423,,,
7,1894,,,,0.0506104901432991,,,
7,1899,,,,0.06980456411838531,,,
7,1904,,,,0.03449946269392967,,,
7,1909,,,,0.04140319302678108,,,
7,1914,,,,0.018953459337353706,,,
7,1919,,,,0.01249678060412407,,,
7,1924,,,,0.11144090443849564,,,
7,1929,,,,0.07927305996417999,,,
7,1934,,,,0.0615534782409668,,,
7,1939,,,,0.09484907984733582,,,
7,1944,,,,0.06447751075029373,,,
7,1949,,,,0.0968332290649414,,,
7,1954,,,,0.05688672885298729,,,
7,1959,,,,0.011856929399073124,,,
7,1964,,,,0.048051897436380386,,,
7,1969,,,,0.027731671929359436,,,
7,1974,,,,0.04352264106273651,,,
7,1979,,,,0.041916683316230774,,,
7,1984,,,,0.10023649036884308,,,
7,1989,,,,0.07918573915958405,,,
7,1994,,,,0.026241779327392578,,,
7,1999,,,,0.02031157910823822,,,
7,1999,,,,,,0.042993057519197464,0.028859609737992287
7,1999,,,0.06606432795524597,,0.03319433704018593,,
8,2004,,,,0.04217777028679848,,,
8,2009,,,,0.022043241187930107,,,
8,2014,,,,0.046614836901426315,,,
8,2019,,,,0.07948192954063416,,,
8,2024,,,,0.06629921495914459,,,
8,2029,,,,0.025749949738383293,,,
8,2034,,,,0.09024107456207275,,,
8,2039,,,,0.07313653826713562,,,
8,2044,,,,0.07178285717964172,,,
8,2049,,,,0.015743153169751167,,,
8,2054,,,,0.0490303598344326,,,
8,2059,,,,0.09772631525993347,,,
8,2064,,,,0.02401016652584076,,,
8,2069,,,,0.06154591217637062,,,
8,2074,,,,0.10339080542325974,,,
8,2079,,,,0.0648702085018158,,,
8,2084,,,,0.0539502315223217,,,
8,2089,,,,0.058613989502191544,,,
8,2094,,,,0.04284018650650978,,,
8,2099,,,,0.07221098244190216,,,
8,2104,,,,0.030257361009716988,,,
8,2109,,,,0.10217303037643433,,,
8,2114,,,,0.039087895303964615,,,
8,2119,,,,0.06420128047466278,,,
8,2124,,,,0.0521586611866951,,,
8,2129,,,,0.04688021168112755,,,
8,2134,,,,0.03672916069626808,,,
8,2139,,,,0.045736465603113174,,,
8,2144,,,,0.07782647013664246,,,
8,2149,,,,0.019979776814579964,,,
8,2154,,,,0.05848394334316254,,,
8,2159,,,,0.06659740209579468,,,
8,2164,,,,0.04818207398056984,,,
8,2169,,,,0.1349734365940094,,,
8,2174,,,,0.0415973961353302,,,
8,2179,,,,0.05062750726938248,,,
8,2184,,,,0.03296799957752228,,,
8,2189,,,,0.09224116057157516,,,
8,2194,,,,0.09420311450958252,,,
8,2199,,,,0.07398068904876709,,,
8,2204,,,,0.06745735555887222,,,
8,2209,,,,0.047837965190410614,,,
8,2214,,,,0.14991869032382965,,,
8,2219,,,,0.04345698654651642,,,
8,2224,,,,0.0882163867354393,,,
8,2229,,,,0.046653226017951965,,,
8,2234,,,,0.09257067739963531,,,
8,2239,,,,0.1303701251745224,,,
8,2244,,,,0.0748828649520874,,,
8,2249,,,,0.029616819694638252,,,
8,2249,,,,,,0.04933425411581993,0.028700683265924454
8,2249,,,0.06605757027864456,,0.03323652222752571,,
9,2254,,,,0.08805116266012192,,,
9,2259,,,,0.06659291684627533,,,
9,2264,,,,0.04987966641783714,,,
9,2269,,,,0.0382361076772213,,,
9,2274,,,,0.10390295088291168,,,
9,2279,,,,0.06333950161933899,,,
9,2284,,,,0.09031981229782104,,,
9,2289,,,,0.11619704216718674,,,
9,2294,,,,0.025954216718673706,,,
9,2299,,,,0.04700687527656555,,,
9,2304,,,,0.06709714233875275,,,
9,2309,,,,0.03139391541481018,,,
9,2314,,,,0.030957262963056564,,,
9,2319,,,,0.08224638551473618,,,
9,2324,,,,0.07244124263525009,,,
9,2329,,,,0.06703252345323563,,,
9,2334,,,,0.043388839811086655,,,
9,2339,,,,0.06597345322370529,,,
9,2344,,,,0.045179519802331924,,,
9,2349,,,,0.053428396582603455,,,
9,2354,,,,0.01284007914364338,,,
9,2359,,,,0.030419843271374702,,,
9,2364,,,,0.02890903130173683,,,
9,2369,,,,0.07051686942577362,,,
9,2374,,,,0.034574661403894424,,,
9,2379,,,,0.06677204370498657,,,
9,2384,,,,0.03431404009461403,,,
9,2389,,,,0.08671997487545013,,,
9,2394,,,,0.04388091340661049,,,
9,2399,,,,0.01715736836194992,,,
9,2404,,,,0.04925357922911644,,,
9,2409,,,,0.03433660790324211,,,
9,2414,,,,0.10425805300474167,,,
9,2419,,,,0.09157682955265045,,,
9,2424,,,,0.07546581327915192,,,
9,2429,,,,0.043957654386758804,,,
9,2434,,,,0.08956676721572876,,,
9,2439,,,,0.06772914528846741,,,
9,2444,,,,0.06491360068321228,,,
9,2449,,,,0.11115991324186325,,,
9,2454,,,,0.15389978885650635,,,
9,2459,,,,0.09483712166547775,,,
9,2464,,,,0.019296912476420403,,,
9,2469,,,,0.06489839404821396,,,
9,2474,,,,0.018264194950461388,,,
9,2479,,,,0.08795568346977234,,,
9,2484,,,,0.07621215283870697,,,
9,2489,,,,0.10206814110279083,,,
9,2494,,,,0.12250123918056488,,,
9,2499,,,,0.04120050370693207,,,
9,2499,,,,,,0.05727824941277504,0.02862974815070629
9,2499,,,0.06608893722295761,,0.03327152878046036,,
10,2504,,,,0.05475799739360809,,,
10,2509,,,,0.026941461488604546,,,
10,2514,,,,0.04479140788316727,,,
10,2519,,,,0.06687423586845398,,,
10,2524,,,,0.06461986899375916,,,
10,2529,,,,0.05215776339173317,,,
10,2534,,,,0.07645691186189651,,,
10,2539,,,,0.07547085732221603,,,
10,2544,,,,0.10443395376205444,,,
10,2549,,,,0.08413645625114441,,,
10,2554,,,,0.02142810821533203,,,
10,2559,,,,0.02600969560444355,,,
10,2564,,,,0.08257844299077988,,,
10,2569,,,,0.1605989933013916,,,
10,2574,,,,0.05093168467283249,,,
10,2579,,,,0.08534730225801468,,,
10,2584,,,,0.026101499795913696,,,
10,2589,,,,0.04304301738739014,,,
10,2594,,,,0.034419119358062744,,,
10,2599,,,,0.09089119732379913,,,
10,2604,,,,0.05865691602230072,,,
10,2609,,,,0.054294560104608536,,,
10,2614,,,,0.06238748878240585,,,
10,2619,,,,0.045096684247255325,,,
10,2624,,,,0.09641820192337036,,,
10,2629,,,,0.032941874116659164,,,
10,2634,,,,0.07166550308465958,,,
10,2639,,,,0.09815122187137604,,,
10,2644,,,,0.05419783666729927,,,
10,2649,,,,0.0873156189918518,,,
10,2654,,,,0.12627235054969788,,,
10,2659,,,,0.02758784592151642,,,
10,2664,,,,0.08979572355747223,,,
10,2669,,,,0.05997215211391449,,,
10,2674,,,,0.055391304194927216,,,
10,2679,,,,0.05364447832107544,,,
10,2684,,,,0.0683646947145462,,,
10,2689,,,,0.0763736367225647,,,
10,2694,,,,0.04899338260293007,,,
10,2699,,,,0.04432423412799835,,,
10,2704,,,,0.026826072484254837,,,
10,2709,,,,0.0694669783115387,,,
10,2714,,,,0.03776761516928673,,,
10,2719,,,,0.048064328730106354,,,
10,2724,,,,0.060060277581214905,,,
10,2729,,,,0.08444653451442719,,,
10,2734,,,,0.0823814868927002,,,
10,2739,,,,0.06129252910614014,,,
10,2744,,,,0.055772095918655396,,,
10,2749,,,,0.08208806812763214,,,
10,2749,,,,,,0.062220338732004166,0.028657544404268265
10,2749,,,0.06608874350786209,,0.03321968391537666,,
11,2754,,,,0.09265347570180893,,,
11,2759,,,,0.033212270587682724,,,
11,2764,,,,0.09107448160648346,,,
11,2769,,,,0.037619903683662415,,,
11,2774,,,,0.049044083803892136,,,
11,2779,,,,0.048583824187517166,,,
11,2784,,,,0.03367747366428375,,,
11,2789,,,,0.057190846651792526,,,
11,2794,,,,0.01627376116812229,,,
11,2799,,,,0.08191099762916565,,,
11,2804,,,,0.052030663937330246,,,
11,2809,,,,0.027728812769055367,,,
11,2814,,,,0.07895815372467041,,,
11,2819,,,,0.07276857644319534,,,
11,2824,,,,0.07866173982620239,,,
11,2829,,,,0.033214543014764786,,,
11,2834,,,,0.043917812407016754,,,
11,2839,,,,0.07089746743440628,,,
11,2844,,,,0.11537079513072968,,,
11,2849,,,,0.06302858889102936,,,
11,2854,,,,0.09600450098514557,,,
11,2859,,,,0.048174887895584106,,,
11,2864,,,,0.051977772265672684,,,
11,2869,,,,0.029588673263788223,,,
11,2874,,,,0.021002279594540596,,,
11,2879,,,,0.04202227294445038,,,
11,2884,,,,0.028801891952753067,,,
11,2889,,,,0.1001434475183487,,,
11,2894,,,,0.07822893559932709,,,
11,2899,,,,0.0515785738825798,,,
11,2904,,,,0.07934927195310593,,,
11,2909,,,,0.10382510721683502,,,
11,2914,,,,0.08131185173988342,,,
11,2919,,,,0.09199655801057816,,,
11,2924,,,,0.07733777910470963,,,
11,2929,,,,0.0678226500749588,,,
11,2934,,,,0.04838274419307709,,,
11,2939,,,,0.0480586439371109,,,
11,2944,,,,0.011762590147554874,,,
11,2949,,,,0.06892217695713043,,,
11,2954,,,,0.10710868239402771,,,
11,2959,,,,0.019184693694114685,,,
11,2964,,,,0.1042233407497406,,,
11,2969,,,,0.054459378123283386,,,
11,2974,,,,0.08303184807300568,,,
11,2979,,,,0.09432782232761383,,,
11,2984,,,,0.06779628992080688,,,
11,2989,,,,0.09838792681694031,,,
11,2994,,,,0.018303535878658295,,,
11,2999,,,,0.04058447852730751,,,
11,2999,,,,,,0.05638008937239647,0.02863062359392643
11,2999,,,0.06617750227451324,,0.03321259841322899,,
12,3004,,,,0.02000715769827366,,,
12,3009,,,,0.03410336747765541,,,
12,3014,,,,0.07765848189592361,,,
12,3019,,,,0.023461509495973587,,,
12,3024,,,,0.10712224990129471,,,
12,3029,,,,0.020836932584643364,,,
12,3034,,,,0.04376161843538284,,,
12,3039,,,,0.0985531359910965,,,
12,3044,,,,0.055924199521541595,,,
12,3049,,,,0.05065516382455826,,,
12,3054,,,,0.03400641679763794,,,
12,3059,,,,0.06093769893050194,,,
12,3064,,,,0.051668643951416016,,,
12,3069,,,,0.028334829956293106,,,
12,3074,,,,0.05616575852036476,,,
12,3079,,,,0.03634946420788765,,,
12,3084,,,,0.05017312243580818,,,
12,3089,,,,0.08294906467199326,,,
12,3094,,,,0.09402452409267426,,,
12,3099,,,,0.08679420500993729,,,
12,3104,,,,0.06272787600755692,,,
12,3109,,,,0.12433457374572754,,,
12,3114,,,,0.027189329266548157,,,
12,3119,,,,0.06859337538480759,,,
12,3124,,,,0.06800509244203568,,,
12,3129,,,,0.026427090167999268,,,
12,3134,,,,0.07024166733026505,,,
12,3139,,,,0.0885053426027298,,,
12,3144,,,,0.05128907412290573,,,
12,3149,,,,0.062063947319984436,,,
12,3154,,,,0.07276903092861176,,,
12,3159,,,,0.08728767186403275,,,
12,3164,,,,0.06655274331569672,,,
12,3169,,,,0.10039232671260834,,,
12,3174,,,,0.07276806980371475,,,
12,3179,,,,0.15026387572288513,,,
12,3184,,,,0.04321415722370148,,,
12,3189,,,,0.053125616163015366,,,
12,3194,,,,0.06521845608949661,,,
12,3199,,,,0.0374331958591938,,,
12,3204,,,,0.03817993402481079,,,
12,3209,,,,0.06752884387969971,,,
12,3214,,,,0.11089959740638733,,,
12,3219,,,,0.0942000299692154,,,
12,3224,,,,0.02055729180574417,,,
12,3229,,,,0.054490700364112854,,,
12,3234,,,,0.03904033079743385,,,
12,3239,,,,0.024526046589016914,,,
12,3244,,,,0.05849725008010864,,,
12,3249,,,,0.0517902672290802,,,
12,3249,,,,,,0.06457490473985672,0.028690192848443985
12,3249,,,0.06606365740299225,,0.03326170891523361,,
13,3254,,,,0.016256550326943398,,,
13,3259,,,,0.034064896404743195,,,
13,3264,,,,0.11780767142772675,,,
13,3269,,,,0.18771332502365112,,,
13,3274,,,,0.07282088696956635,,,
13,3279,,,,0.12268078327178955,,,
13,3284,,,,0.08488960564136505,,,
13,3289,,,,0.066246896982193,,,
13,3294,,,,0.055268295109272,,,
13,3299,,,,0.02579404227435589,,,
13,3304,,,,0.027939680963754654,,,
13,3309,,,,0.05303313955664635,,,
13,3314,,,,0.03303627669811249,,,
13,3319,,,,0.03154691681265831,,,
13,3324,,,,0.06565184891223907,,,
13,3329,,,,0.06984284520149231,,,
13,3334,,,,0.07239007204771042,,,
13,3339,,,,0.07711382210254669,,,
