epoch,step,test_loss,test_r2,train_loss,train_r2_epoch,train_r2_step,valid_loss,valid_r2
169,11389,,,,,,0.6188079714775085,0.4127209782600403
169,11389,,,0.41037291288375854,0.5596947073936462,,,
170,11399,,,,,0.6308781504631042,,
170,11449,,,,,0.5428869724273682,,
170,11456,,,,,,0.6136258840560913,0.4176390767097473
170,11456,,,0.40815797448158264,0.5693755149841309,,,
171,11499,,,,,0.4290503263473511,,
171,11523,,,,,,0.6219477653503418,0.40974122285842896
171,11523,,,0.4089535176753998,0.5657666325569153,,,
172,11549,,,,,0.6451725959777832,,
172,11590,,,,,,0.6136782765388489,0.41758936643600464
172,11590,,,0.41120705008506775,0.5653546452522278,,,
173,11599,,,,,0.5306376218795776,,
173,11649,,,,,0.5318064093589783,,
173,11657,,,,,,0.6125245690345764,0.41868430376052856
173,11657,,,0.40918871760368347,0.5667930841445923,,,
174,11699,,,,,0.705609917640686,,
174,11724,,,,,,0.6155602931976318,0.4158032536506653
174,11724,,,0.4061952531337738,0.5750240683555603,,,
175,11749,,,,,0.7067681550979614,,
175,11791,,,,,,0.6156550645828247,0.4157133102416992
175,11791,,,0.4099920690059662,0.5653398036956787,,,
176,11799,,,,,0.5665030479431152,,
176,11849,,,,,0.5547952651977539,,
176,11858,,,,,,0.6121023893356323,0.41908496618270874
176,11858,,,0.4086015224456787,0.5711915493011475,,,
177,11899,,,,,0.5998358726501465,,
177,11925,,,,,,0.6136704683303833,0.4175967574119568
177,11925,,,0.406266987323761,0.5730826258659363,,,
178,11949,,,,,0.43475914001464844,,
178,11992,,,,,,0.6192991137504578,0.4122549295425415
178,11992,,,0.4092337191104889,0.5657522678375244,,,
179,11999,,,,,0.5830629467964172,,
179,12049,,,,,0.602997899055481,,
179,12059,,,,,,0.6203166842460632,0.41128915548324585
179,12059,,,0.4102926254272461,0.5678060054779053,,,
180,12099,,,,,0.5447027087211609,,
180,12126,,,,,,0.6172271966934204,0.41422122716903687
180,12126,,,0.4110826551914215,0.5668318271636963,,,
181,12149,,,,,0.660681426525116,,
181,12193,,,,,,0.6130737066268921,0.41816312074661255
181,12193,,,0.4079993665218353,0.5683486461639404,,,
182,12199,,,,,0.5120395421981812,,
182,12249,,,,,0.5241425037384033,,
182,12260,,,,,,0.6168362498283386,0.41459226608276367
182,12260,,,0.4097435772418976,0.5705450773239136,,,
183,12299,,,,,0.73692387342453,,
183,12327,,,,,,0.6169196367263794,0.41451317071914673
183,12327,,,0.405205100774765,0.5701581239700317,,,
184,12349,,,,,0.7207887172698975,,
184,12394,,,,,,0.6133005619049072,0.41794782876968384
184,12394,,,0.412345290184021,0.5634878873825073,,,
185,12399,,,,,0.5794445276260376,,
185,12449,,,,,0.574242115020752,,
185,12461,,,,,,0.6168401837348938,0.4145885705947876
185,12461,,,0.4066719114780426,0.575572669506073,,,
186,12499,,,,,0.5541093349456787,,
186,12528,,,,,,0.6128621697425842,0.41836392879486084
186,12528,,,0.41102805733680725,0.5640797019004822,,,
187,12549,,,,,0.6820844411849976,,
187,12595,,,,,,0.619720995426178,0.4118545651435852
187,12595,,,0.4094955623149872,0.5695617198944092,,,
188,12599,,,,,0.6259638071060181,,
188,12649,,,,,0.44531726837158203,,
188,12662,,,,,,0.6154397130012512,0.41591769456863403
188,12662,,,0.4072059392929077,0.5712460279464722,,,
189,12699,,,,,0.6394808292388916,,
189,12729,,,,,,0.6131399273872375,0.4181002974510193
189,12729,,,0.4110216200351715,0.569109320640564,,,
190,12749,,,,,0.6527864933013916,,
190,12796,,,,,,0.6208069920539856,0.41082388162612915
190,12796,,,0.4074801802635193,0.5655151605606079,,,
191,12799,,,,,0.6833324432373047,,
191,12849,,,,,0.6896215677261353,,
191,12863,,,,,,0.6156598329544067,0.4157087802886963
191,12863,,,0.4070555567741394,0.5712517499923706,,,
192,12899,,,,,0.563755989074707,,
192,12930,,,,,,0.6119893193244934,0.41919225454330444
192,12930,,,0.41053083539009094,0.5681615471839905,,,
193,12949,,,,,0.35878288745880127,,
193,12997,,,,,,0.612759530544281,0.41846132278442383
193,12997,,,0.4066111147403717,0.5697265267372131,,,
194,12999,,,,,0.6148117780685425,,
194,13049,,,,,0.43617647886276245,,
194,13064,,,,,,0.6138077974319458,0.4174664616584778
194,13064,,,0.40814515948295593,0.5659156441688538,,,
195,13099,,,,,0.6198757886886597,,
195,13131,,,,,,0.613426923751831,0.41782790422439575
195,13131,,,0.4098544418811798,0.5682386159896851,,,
196,13149,,,,,0.6781308650970459,,
196,13198,,,,,,0.6132939457893372,0.41795414686203003
196,13198,,,0.40850481390953064,0.5711957812309265,,,
197,13199,,,,,0.6182301044464111,,
197,13249,,,,,0.4599798917770386,,
197,13265,,,,,,0.6137347221374512,0.41753584146499634
197,13265,,,0.40909072756767273,0.5662046074867249,,,
198,13299,,,,,0.6738599538803101,,
198,13332,,,,,,0.6136975288391113,0.4175710678100586
198,13332,,,0.40773531794548035,0.572446346282959,,,
199,13349,,,,,0.5683740377426147,,
199,13399,,,,,0.46741288900375366,,
199,13399,,,,,,0.6186743378639221,0.4128478765487671
199,13399,,,0.4103586673736572,0.5693737268447876,,,
200,13400,0.6186743378639221,0.4128478765487671,,,,,
