epoch,step,test_loss,test_r2,train_loss,train_r2_epoch,train_r2_step,valid_loss,valid_r2
17,1205,,,0.43390733003616333,0.5409309267997742,,,
18,1249,,,,,0.5243978500366211,,
18,1272,,,,,,0.633192777633667,0.3990691304206848
18,1272,,,0.4291509985923767,0.5501161217689514,,,
19,1299,,,,,0.48686426877975464,,
19,1339,,,,,,0.623928964138031,0.40786099433898926
19,1339,,,0.4345143735408783,0.5395810604095459,,,
20,1349,,,,,0.5052071809768677,,
20,1399,,,,,0.6993509531021118,,
20,1406,,,,,,0.628206729888916,0.4038011431694031
20,1406,,,0.4300774335861206,0.5447121858596802,,,
21,1449,,,,,0.5350672602653503,,
21,1473,,,,,,0.6243851780891418,0.4074280261993408
21,1473,,,0.4344271421432495,0.5393437147140503,,,
22,1499,,,,,0.5475038290023804,,
22,1540,,,,,,0.6244709491729736,0.40734660625457764
22,1540,,,0.43053871393203735,0.5472978949546814,,,
23,1549,,,,,0.5418362617492676,,
23,1599,,,,,0.5589950680732727,,
23,1607,,,,,,0.6239837408065796,0.4078090190887451
23,1607,,,0.42974209785461426,0.5463156700134277,,,
24,1649,,,,,0.3794727325439453,,
24,1674,,,,,,0.6220642328262329,0.4096306562423706
24,1674,,,0.42876729369163513,0.5449110269546509,,,
25,1699,,,,,0.5761374235153198,,
25,1741,,,,,,0.6296021938323975,0.40247678756713867
25,1741,,,0.42775633931159973,0.5487700700759888,,,
26,1749,,,,,0.5185142755508423,,
26,1799,,,,,0.5489152669906616,,
26,1808,,,,,,0.6189241409301758,0.4126107692718506
26,1808,,,0.42803290486335754,0.5499866008758545,,,
27,1849,,,,,0.31655555963516235,,
27,1875,,,,,,0.6220365762710571,0.40965694189071655
27,1875,,,0.4283309876918793,0.5510209798812866,,,
28,1899,,,,,0.6326525211334229,,
28,1942,,,,,,0.6271635293960571,0.4047911763191223
28,1942,,,0.42286789417266846,0.5506494641304016,,,
29,1949,,,,,0.4687829613685608,,
29,1999,,,,,0.599544882774353,,
29,2009,,,,,,0.6204200983047485,0.41119104623794556
29,2009,,,0.4283319413661957,0.5504740476608276,,,
30,2049,,,,,0.7086790800094604,,
30,2076,,,,,,0.6198976635932922,0.41168683767318726
30,2076,,,0.42759162187576294,0.5476914048194885,,,
31,2099,,,,,0.500940203666687,,
31,2143,,,,,,0.622450053691864,0.4092645049095154
31,2143,,,0.4263525605201721,0.5491353869438171,,,
32,2149,,,,,0.5048372745513916,,
32,2199,,,,,0.7492262125015259,,
32,2210,,,,,,0.6225441098213196,0.4091752767562866
32,2210,,,0.42961829900741577,0.5488882064819336,,,
33,2249,,,,,0.6779283285140991,,
33,2277,,,,,,0.6210359334945679,0.4106065630912781
33,2277,,,0.4283047616481781,0.5473430156707764,,,
34,2299,,,,,0.5937021970748901,,
34,2344,,,,,,0.6233484148979187,0.40841197967529297
34,2344,,,0.42406269907951355,0.5540122389793396,,,
35,2349,,,,,0.5156193971633911,,
35,2399,,,,,0.7149024605751038,,
35,2411,,,,,,0.6197280883789062,0.4118478298187256
35,2411,,,0.4234624207019806,0.5545425415039062,,,
36,2449,,,,,0.38116389513015747,,
36,2478,,,,,,0.6186492443084717,0.41287165880203247
36,2478,,,0.4265105724334717,0.5531785488128662,,,
37,2499,,,,,0.6633334159851074,,
37,2545,,,,,,0.6190435290336609,0.41249746084213257
37,2545,,,0.42122596502304077,0.5611276030540466,,,
38,2549,,,,,0.6439938545227051,,
38,2599,,,,,0.6187767386436462,,
38,2612,,,,,,0.6261597871780396,0.4057437777519226
38,2612,,,0.42475080490112305,0.5540285110473633,,,
39,2649,,,,,0.5966773629188538,,
39,2679,,,,,,0.6172782778739929,0.41417282819747925
39,2679,,,0.42499223351478577,0.5522977709770203,,,
40,2699,,,,,0.5526443719863892,,
40,2746,,,,,,0.620368480682373,0.4112400412559509
40,2746,,,0.42176058888435364,0.5537317395210266,,,
41,2749,,,,,0.6031589508056641,,
41,2799,,,,,0.5980287790298462,,
41,2813,,,,,,0.6201601028442383,0.4114378094673157
41,2813,,,0.4271559715270996,0.5466464161872864,,,
42,2849,,,,,0.6284587979316711,,
42,2880,,,,,,0.6219708919525146,0.4097192883491516
42,2880,,,0.42645570635795593,0.5515033602714539,,,
43,2899,,,,,0.6117156744003296,,
43,2947,,,,,,0.6194413900375366,0.41211986541748047
43,2947,,,0.4218831956386566,0.5569865107536316,,,
44,2949,,,,,0.5000108480453491,,
44,2999,,,,,0.5780462622642517,,
44,3014,,,,,,0.617577314376831,0.41388899087905884
44,3014,,,0.4233580231666565,0.555145800113678,,,
45,3049,,,,,0.6513352394104004,,
45,3081,,,,,,0.6249988675117493,0.4068455696105957
45,3081,,,0.42216387391090393,0.5516539216041565,,,
46,3099,,,,,0.6764225959777832,,
46,3148,,,,,,0.6161555051803589,0.4152383804321289
46,3148,,,0.4258567988872528,0.5487344264984131,,,
47,3149,,,,,0.4332835078239441,,
47,3199,,,,,0.6263003945350647,,
47,3215,,,,,,0.6221249103546143,0.4095730781555176
47,3215,,,0.4218352138996124,0.5511724352836609,,,
48,3249,,,,,0.60993492603302,,
48,3282,,,,,,0.6195283532142639,0.41203737258911133
48,3282,,,0.42169004678726196,0.5540878176689148,,,
49,3299,,,,,0.4312664270401001,,
49,3349,,,,,0.6235910058021545,,
49,3349,,,,,,0.6159583330154419,0.41542547941207886
49,3349,,,0.4227239489555359,0.5544086694717407,,,
50,3399,,,,,0.6239603161811829,,
50,3416,,,,,,0.6212005615234375,0.4104503393173218
50,3416,,,0.4180499315261841,0.5624293684959412,,,
51,3449,,,,,0.5126664638519287,,
51,3483,,,,,,0.6198858618736267,0.41169804334640503
51,3483,,,0.41874459385871887,0.561145007610321,,,
52,3499,,,,,0.5270059704780579,,
52,3549,,,,,0.49350452423095703,,
52,3550,,,,,,0.6181455254554749,0.4133497476577759
52,3550,,,0.42352551221847534,0.5539010167121887,,,
53,3599,,,,,0.586988091468811,,
53,3617,,,,,,0.6212789416313171,0.4103759527206421
53,3617,,,0.42367568612098694,0.5510993003845215,,,
54,3649,,,,,0.6369912028312683,,
54,3684,,,,,,0.6254646182060242,0.4064035415649414
54,3684,,,0.42626214027404785,0.5533313155174255,,,
55,3699,,,,,0.6076681613922119,,
55,3749,,,,,0.4496777653694153,,
55,3751,,,,,,0.6177167296409607,0.41375666856765747
55,3751,,,0.4227904975414276,0.5543285012245178,,,
56,3799,,,,,0.5392106175422668,,
56,3818,,,,,,0.6202531456947327,0.4113495349884033
56,3818,,,0.42125454545021057,0.5582301616668701,,,
57,3849,,,,,0.652597188949585,,
57,3885,,,,,,0.6173142790794373,0.4141386151313782
57,3885,,,0.41843488812446594,0.5562893748283386,,,
58,3899,,,,,0.6626131534576416,,
58,3949,,,,,0.5079926252365112,,
58,3952,,,,,,0.6211265325546265,0.41052061319351196
58,3952,,,0.4228019714355469,0.5542857646942139,,,
59,3999,,,,,0.6251744031906128,,
59,4019,,,,,,0.6157501339912415,0.41562312841415405
59,4019,,,0.4184127151966095,0.5587538480758667,,,
60,4049,,,,,0.4263301491737366,,
60,4086,,,,,,0.6145427823066711,0.4167689085006714
60,4086,,,0.4191567599773407,0.5519817471504211,,,
61,4099,,,,,0.5236085653305054,,
61,4149,,,,,0.5683904886245728,,
61,4153,,,,,,0.6170666217803955,0.4143736958503723
61,4153,,,0.41903674602508545,0.5550989508628845,,,
62,4199,,,,,0.5622462630271912,,
62,4220,,,,,,0.6200181245803833,0.41157251596450806
62,4220,,,0.4211110770702362,0.5575262904167175,,,
63,4249,,,,,0.5333612561225891,,
63,4287,,,,,,0.6225641369819641,0.40915626287460327
63,4287,,,0.4137440621852875,0.5597969889640808,,,
64,4299,,,,,0.26723712682724,,
64,4349,,,,,0.44078946113586426,,
64,4354,,,,,,0.6190593242645264,0.41248250007629395
64,4354,,,0.4217912554740906,0.5586223602294922,,,
65,4399,,,,,0.6661504507064819,,
65,4421,,,,,,0.6184164881706238,0.41309255361557007
65,4421,,,0.4218021631240845,0.5567556619644165,,,
66,4449,,,,,0.5816152691841125,,
66,4488,,,,,,0.615009605884552,0.4163258671760559
66,4488,,,0.4221528470516205,0.5591459274291992,,,
67,4499,,,,,0.2765236496925354,,
67,4549,,,,,0.7776485681533813,,
67,4555,,,,,,0.6169698238372803,0.4144654870033264
67,4555,,,0.4212312400341034,0.5541617274284363,,,
68,4599,,,,,0.5442521572113037,,
68,4622,,,,,,0.6143720149993896,0.4169309735298157
68,4622,,,0.4183473587036133,0.556746244430542,,,
69,4649,,,,,0.7515691518783569,,
69,4689,,,,,,0.6162694096565247,0.41513025760650635
69,4689,,,0.41513559222221375,0.5618069767951965,,,
70,4699,,,,,0.5309617519378662,,
70,4749,,,,,0.5161705017089844,,
70,4756,,,,,,0.6142989993095398,0.41700029373168945
70,4756,,,0.41483378410339355,0.5605207681655884,,,
71,4799,,,,,0.6416381001472473,,
71,4823,,,,,,0.6175857782363892,0.41388094425201416
71,4823,,,0.419198602437973,0.5606244802474976,,,
72,4849,,,,,0.6933048963546753,,
72,4890,,,,,,0.6170703172683716,0.4143701195716858
72,4890,,,0.419514000415802,0.5514691472053528,,,
73,4899,,,,,0.7222092151641846,,
73,4949,,,,,0.6456491947174072,,
73,4957,,,,,,0.6233023405075073,0.40845566987991333
73,4957,,,0.41536134481430054,0.5609012246131897,,,
74,4999,,,,,0.384899377822876,,
74,5024,,,,,,0.6139236092567444,0.41735655069351196
74,5024,,,0.42047324776649475,0.549105167388916,,,
75,5049,,,,,0.5778468251228333,,
75,5091,,,,,,0.6157671809196472,0.41560685634613037
75,5091,,,0.41401588916778564,0.5655174255371094,,,
76,5099,,,,,0.5425156950950623,,
76,5149,,,,,0.7671967148780823,,
76,5158,,,,,,0.6145287156105042,0.4167822599411011
76,5158,,,0.4135575294494629,0.5639851093292236,,,
77,5199,,,,,0.4359150528907776,,
77,5225,,,,,,0.6141932010650635,0.4171006679534912
77,5225,,,0.41640743613243103,0.5622966885566711,,,
78,5249,,,,,0.42213505506515503,,
78,5292,,,,,,0.6119436621665955,0.41923558712005615
78,5292,,,0.415676474571228,0.5597405433654785,,,
79,5299,,,,,0.44145452976226807,,
79,5349,,,,,0.4859529137611389,,
79,5359,,,,,,0.61369389295578,0.41757458448410034
79,5359,,,0.42135730385780334,0.5591825246810913,,,
80,5399,,,,,0.3889889121055603,,
80,5426,,,,,,0.6202071309089661,0.4113931655883789
80,5426,,,0.4201536774635315,0.554951548576355,,,
81,5449,,,,,0.49865806102752686,,
81,5493,,,,,,0.6162193417549133,0.41517776250839233
81,5493,,,0.42091795802116394,0.5556665062904358,,,
82,5499,,,,,0.5573045015335083,,
82,5549,,,,,0.5546519160270691,,
82,5560,,,,,,0.6182616353034973,0.4132395386695862
82,5560,,,0.4188271462917328,0.5623360276222229,,,
83,5599,,,,,0.6228523850440979,,
83,5627,,,,,,0.6228329539299011,0.4089011549949646
83,5627,,,0.4141330122947693,0.5637384653091431,,,
84,5649,,,,,0.4150095582008362,,
84,5694,,,,,,0.6180745959281921,0.4134170413017273
84,5694,,,0.41790759563446045,0.5581307411193848,,,
85,5699,,,,,0.5960434675216675,,
85,5749,,,,,0.4706893563270569,,
85,5761,,,,,,0.6190410256385803,0.4124998450279236
85,5761,,,0.4189159870147705,0.5543230175971985,,,
86,5799,,,,,0.45511525869369507,,
86,5828,,,,,,0.6123746633529663,0.41882652044296265
86,5828,,,0.4132100045681,0.5644297003746033,,,
87,5849,,,,,0.11669039726257324,,
87,5895,,,,,,0.6120920181274414,0.4190948009490967
87,5895,,,0.4167533814907074,0.5558768510818481,,,
88,5899,,,,,0.6086593866348267,,
88,5949,,,,,0.7523849606513977,,
88,5962,,,,,,0.6206247210502625,0.41099685430526733
88,5962,,,0.41627365350723267,0.560245156288147,,,
89,5999,,,,,0.5687966346740723,,
89,6029,,,,,,0.6192930340766907,0.41226065158843994
89,6029,,,0.41842085123062134,0.5554924011230469,,,
90,6049,,,,,0.732696533203125,,
90,6096,,,,,,0.6191835999488831,0.41236454248428345
90,6096,,,0.41798049211502075,0.5584675073623657,,,
91,6099,,,,,0.5787179470062256,,
91,6149,,,,,0.5265281796455383,,
91,6163,,,,,,0.6159671545028687,0.4154171347618103
91,6163,,,0.41778919100761414,0.5570285320281982,,,
92,6199,,,,,0.4388258457183838,,
92,6230,,,,,,0.6161768436431885,0.4152180552482605
92,6230,,,0.4168228209018707,0.559626579284668,,,
93,6249,,,,,0.5290436744689941,,
93,6297,,,,,,0.6161913275718689,0.41520434617996216
93,6297,,,0.41521570086479187,0.5592310428619385,,,
94,6299,,,,,0.7053121328353882,,
94,6349,,,,,0.4510635733604431,,
94,6364,,,,,,0.6136128306388855,0.4176514744758606
94,6364,,,0.41590240597724915,0.5581170320510864,,,
95,6399,,,,,0.7472195625305176,,
95,6431,,,,,,0.6144066452980042,0.41689813137054443
95,6431,,,0.41164833307266235,0.5625883936882019,,,
96,6449,,,,,0.592856764793396,,
96,6498,,,,,,0.6184831261634827,0.41302937269210815
96,6498,,,0.4154275357723236,0.5625856518745422,,,
97,6499,,,,,0.41386711597442627,,
97,6549,,,,,0.5948522090911865,,
97,6565,,,,,,0.6172946095466614,0.41415727138519287
97,6565,,,0.4141581356525421,0.5639171600341797,,,
98,6599,,,,,0.5377085208892822,,
98,6632,,,,,,0.6122989654541016,0.41889840364456177
98,6632,,,0.4131524860858917,0.5660886168479919,,,
99,6649,,,,,0.617220401763916,,
99,6699,,,,,0.5497902035713196,,
99,6699,,,,,,0.6154705286026001,0.4158884286880493
99,6699,,,0.4145428240299225,0.5638846755027771,,,
100,6749,,,,,0.3430097699165344,,
100,6766,,,,,,0.6139429807662964,0.41733813285827637
100,6766,,,0.4167293608188629,0.5593779683113098,,,
101,6799,,,,,0.5103144645690918,,
101,6833,,,,,,0.6143917441368103,0.4169122576713562
101,6833,,,0.41831091046333313,0.5574439764022827,,,
102,6849,,,,,0.5489311814308167,,
102,6899,,,,,0.4733099341392517,,
102,6900,,,,,,0.6243682503700256,0.4074440598487854
102,6900,,,0.4160214960575104,0.5600635409355164,,,
103,6949,,,,,0.5494308471679688,,
103,6967,,,,,,0.6153026223182678,0.41604775190353394
103,6967,,,0.4175904095172882,0.5625535845756531,,,
104,6999,,,,,0.5775518417358398,,
104,7034,,,,,,0.6151803731918335,0.4161638021469116
104,7034,,,0.4170192778110504,0.5625548362731934,,,
105,7049,,,,,0.6917594075202942,,
105,7099,,,,,0.7073624134063721,,
105,7101,,,,,,0.6174420714378357,0.41401737928390503
105,7101,,,0.4090774953365326,0.5658047199249268,,,
106,7149,,,,,0.4626380205154419,,
106,7168,,,,,,0.6134896874427795,0.41776835918426514
106,7168,,,0.4165175259113312,0.5596312284469604,,,
107,7199,,,,,0.5881526470184326,,
107,7235,,,,,,0.6151781678199768,0.41616588830947876
107,7235,,,0.4127870798110962,0.5620283484458923,,,
108,7249,,,,,0.5690770149230957,,
108,7299,,,,,0.4298705458641052,,
108,7302,,,,,,0.6126906275749207,0.41852670907974243
108,7302,,,0.41218748688697815,0.5667526125907898,,,
109,7349,,,,,0.7337242960929871,,
109,7369,,,,,,0.6145941019058228,0.4167202115058899
109,7369,,,0.4132794737815857,0.5686518549919128,,,
110,7399,,,,,0.5747299194335938,,
110,7436,,,,,,0.6155984997749329,0.41576695442199707
110,7436,,,0.4182034134864807,0.5605000257492065,,,
111,7449,,,,,0.5475785732269287,,
111,7499,,,,,0.6938657760620117,,
111,7503,,,,,,0.6182816624641418,0.41322052478790283
111,7503,,,0.4172065854072571,0.5586116313934326,,,
112,7549,,,,,0.55398029088974,,
112,7570,,,,,,0.6244128346443176,0.4074017405509949
112,7570,,,0.4145597219467163,0.5633335709571838,,,
113,7599,,,,,0.39843010902404785,,
113,7637,,,,,,0.619055986404419,0.41248565912246704
113,7637,,,0.41438281536102295,0.5611852407455444,,,
114,7649,,,,,0.5720921754837036,,
114,7699,,,,,0.3833288550376892,,
114,7704,,,,,,0.6123135685920715,0.4188845157623291
114,7704,,,0.41539350152015686,0.5631833672523499,,,
115,7749,,,,,0.623700737953186,,
115,7771,,,,,,0.6174221038818359,0.41403627395629883
115,7771,,,0.41251474618911743,0.5655892491340637,,,
116,7799,,,,,0.4248693585395813,,
116,7838,,,,,,0.6211971044540405,0.4104536175727844
116,7838,,,0.41541028022766113,0.5608771443367004,,,
117,7849,,,,,0.716483473777771,,
117,7899,,,,,0.6677060127258301,,
117,7905,,,,,,0.6137669086456299,0.41750526428222656
117,7905,,,0.4145969748497009,0.555249810218811,,,
118,7949,,,,,0.4416370987892151,,
118,7972,,,,,,0.6146222352981567,0.4166935086250305
118,7972,,,0.4152853488922119,0.5618021488189697,,,
119,7999,,,,,0.5768493413925171,,
119,8039,,,,,,0.6120794415473938,0.41910672187805176
119,8039,,,0.4107743799686432,0.5677832365036011,,,
120,8049,,,,,0.5859662294387817,,
120,8099,,,,,0.46370232105255127,,
120,8106,,,,,,0.6179067492485046,0.4135763645172119
120,8106,,,0.41681358218193054,0.5631211996078491,,,
121,8149,,,,,0.6347125768661499,,
121,8173,,,,,,0.6188434958457947,0.4126873016357422
121,8173,,,0.4138049781322479,0.5659151077270508,,,
122,8199,,,,,0.46265727281570435,,
122,8240,,,,,,0.6131510138511658,0.41808974742889404
122,8240,,,0.4138951599597931,0.554663360118866,,,
123,8249,,,,,0.676596999168396,,
123,8299,,,,,0.6725972890853882,,
123,8307,,,,,,0.6157955527305603,0.41557997465133667
123,8307,,,0.4175776541233063,0.5654183030128479,,,
124,8349,,,,,0.655156135559082,,
124,8374,,,,,,0.6144134402275085,0.4168916344642639
124,8374,,,0.4111592471599579,0.5714428424835205,,,
125,8399,,,,,0.6604536771774292,,
125,8441,,,,,,0.6258422136306763,0.40604519844055176
125,8441,,,0.413646936416626,0.5605258345603943,,,
126,8449,,,,,0.5779383182525635,,
126,8499,,,,,0.4745334982872009,,
126,8508,,,,,,0.6148527264595032,0.41647475957870483
126,8508,,,0.41686227917671204,0.5562016367912292,,,
127,8549,,,,,0.6059201955795288,,
127,8575,,,,,,0.625434398651123,0.40643221139907837
127,8575,,,0.4129214882850647,0.5669113397598267,,,
128,8599,,,,,0.6397459506988525,,
128,8642,,,,,,0.6164068579673767,0.414999783039093
128,8642,,,0.4134760797023773,0.565964937210083,,,
129,8649,,,,,0.7490527629852295,,
129,8699,,,,,0.5719391107559204,,
129,8709,,,,,,0.6147252917289734,0.4165956974029541
129,8709,,,0.4112842381000519,0.5674213171005249,,,
130,8749,,,,,0.6570545434951782,,
130,8776,,,,,,0.6165860295295715,0.41482973098754883
130,8776,,,0.41470879316329956,0.5612683892250061,,,
131,8799,,,,,0.5527426600456238,,
131,8843,,,,,,0.6165834665298462,0.4148321747779846
131,8843,,,0.41973409056663513,0.5578812956809998,,,
132,8849,,,,,0.6651902198791504,,
132,8899,,,,,0.4932682514190674,,
132,8910,,,,,,0.618262767791748,0.4132384657859802
132,8910,,,0.410942018032074,0.5666177272796631,,,
133,8949,,,,,0.4873430132865906,,
133,8977,,,,,,0.6181355714797974,0.4133591651916504
133,8977,,,0.4107208251953125,0.5628259181976318,,,
134,8999,,,,,0.6526591777801514,,
134,9044,,,,,,0.6142522692680359,0.41704457998275757
134,9044,,,0.41191843152046204,0.5665909647941589,,,
135,9049,,,,,0.5677415728569031,,
135,9099,,,,,0.48416417837142944,,
135,9111,,,,,,0.6161766648292542,0.4152182936668396
135,9111,,,0.4115554392337799,0.5682368874549866,,,
136,9149,,,,,0.623765230178833,,
136,9178,,,,,,0.6160069108009338,0.4153793454170227
136,9178,,,0.41743871569633484,0.5585084557533264,,,
137,9199,,,,,0.5378010272979736,,
137,9245,,,,,,0.6175655722618103,0.41390013694763184
137,9245,,,0.412354439496994,0.5615928173065186,,,
138,9249,,,,,0.5034539699554443,,
138,9299,,,,,0.49015700817108154,,
138,9312,,,,,,0.6183488368988037,0.41315680742263794
138,9312,,,0.4153973460197449,0.5588551759719849,,,
139,9349,,,,,0.3448551297187805,,
139,9379,,,,,,0.6169971823692322,0.4144396185874939
139,9379,,,0.4107847213745117,0.5610593557357788,,,
140,9399,,,,,0.6936938166618347,,
140,9446,,,,,,0.6136478781700134,0.4176182150840759
140,9446,,,0.4125438332557678,0.5622919201850891,,,
141,9449,,,,,0.5842578411102295,,
141,9499,,,,,0.49815016984939575,,
141,9513,,,,,,0.6178188323974609,0.41365981101989746
141,9513,,,0.4095771014690399,0.5676482915878296,,,
142,9549,,,,,0.6075607538223267,,
142,9580,,,,,,0.6179068088531494,0.41357624530792236
142,9580,,,0.4135337471961975,0.562829315662384,,,
143,9599,,,,,0.5407882928848267,,
143,9647,,,,,,0.6142576336860657,0.41703957319259644
143,9647,,,0.412839412689209,0.5626962184906006,,,
144,9649,,,,,0.5093832015991211,,
144,9699,,,,,0.5832358598709106,,
144,9714,,,,,,0.615813136100769,0.41556328535079956
144,9714,,,0.41456812620162964,0.5627932548522949,,,
145,9749,,,,,0.6662616729736328,,
145,9781,,,,,,0.615813136100769,0.41556328535079956
145,9781,,,0.41064131259918213,0.5672572255134583,,,
146,9799,,,,,0.6454513669013977,,
146,9848,,,,,,0.6156668066978455,0.4157021641731262
146,9848,,,0.407834529876709,0.5696459412574768,,,
147,9849,,,,,0.6171225309371948,,
147,9899,,,,,0.4859709143638611,,
147,9915,,,,,,0.6114630103111267,0.4196917414665222
147,9915,,,0.40813013911247253,0.5747407078742981,,,
148,9949,,,,,0.18072044849395752,,
148,9982,,,,,,0.6129194498062134,0.4183095097541809
148,9982,,,0.41558462381362915,0.5588613152503967,,,
149,9999,,,,,0.5835201740264893,,
149,10049,,,,,0.6284117698669434,,
149,10049,,,,,,0.614496648311615,0.4168127179145813
149,10049,,,0.4130363166332245,0.5655921101570129,,,
150,10099,,,,,0.6371480822563171,,
150,10116,,,,,,0.6177716255187988,0.4137045741081238
150,10116,,,0.40879952907562256,0.5681050419807434,,,
151,10149,,,,,0.5797569155693054,,
151,10183,,,,,,0.6182313561439514,0.4132682681083679
151,10183,,,0.41181835532188416,0.5658348202705383,,,
152,10199,,,,,0.5805780291557312,,
152,10249,,,,,0.558658242225647,,
152,10250,,,,,,0.61305171251297,0.41818398237228394
152,10250,,,0.41378408670425415,0.5697248578071594,,,
153,10299,,,,,0.6786118745803833,,
153,10317,,,,,,0.6141101121902466,0.41717958450317383
153,10317,,,0.41460469365119934,0.5614400506019592,,,
154,10349,,,,,0.6731715202331543,,
154,10384,,,,,,0.6114335060119629,0.41971975564956665
154,10384,,,0.40789660811424255,0.5633240342140198,,,
155,10399,,,,,0.5998342037200928,,
155,10449,,,,,0.458293080329895,,
155,10451,,,,,,0.612442135810852,0.4187625050544739
155,10451,,,0.4134224057197571,0.5679464936256409,,,
156,10499,,,,,0.6514437198638916,,
156,10518,,,,,,0.6189372539520264,0.4125983715057373
156,10518,,,0.413727730512619,0.5682665109634399,,,
157,10549,,,,,0.6296634674072266,,
157,10585,,,,,,0.6207993626594543,0.41083115339279175
157,10585,,,0.411599725484848,0.5675731301307678,,,
158,10599,,,,,0.506006121635437,,
158,10649,,,,,0.6226457357406616,,
158,10652,,,,,,0.6211416125297546,0.41050630807876587
158,10652,,,0.41316962242126465,0.5623514652252197,,,
159,10699,,,,,0.5375651717185974,,
159,10719,,,,,,0.6151354908943176,0.416206419467926
159,10719,,,0.4110836386680603,0.5655680894851685,,,
160,10749,,,,,0.6542858481407166,,
160,10786,,,,,,0.6132530570030212,0.4179929494857788
160,10786,,,0.4051268994808197,0.5759267210960388,,,
161,10799,,,,,0.6077637672424316,,
161,10849,,,,,0.49439626932144165,,
161,10853,,,,,,0.6167902946472168,0.41463589668273926
161,10853,,,0.4129835069179535,0.564477264881134,,,
162,10899,,,,,0.3994758725166321,,
162,10920,,,,,,0.6148586869239807,0.41646909713745117
162,10920,,,0.40791699290275574,0.5696123242378235,,,
163,10949,,,,,0.44860488176345825,,
163,10987,,,,,,0.6183854937553406,0.41312193870544434
163,10987,,,0.4141114056110382,0.5646874308586121,,,
164,10999,,,,,0.5675568580627441,,
164,11049,,,,,0.6263834238052368,,
164,11054,,,,,,0.6179533004760742,0.4135321378707886
164,11054,,,0.4128496050834656,0.5616867542266846,,,
165,11099,,,,,0.545232892036438,,
165,11121,,,,,,0.6181628704071045,0.4133332371711731
165,11121,,,0.41479548811912537,0.5642163753509521,,,
166,11149,,,,,0.665812611579895,,
166,11188,,,,,,0.6163536310195923,0.41505032777786255
166,11188,,,0.4096655249595642,0.5665216445922852,,,
167,11199,,,,,0.6456905603408813,,
167,11249,,,,,0.49106889963150024,,
167,11255,,,,,,0.6162804961204529,0.4151197075843811
167,11255,,,0.4138082265853882,0.563248872756958,,,
168,11299,,,,,0.543634831905365,,
168,11322,,,,,,0.6143918037414551,0.4169121980667114
168,11322,,,0.4109061658382416,0.5642442107200623,,,
169,11349,,,,,0.6831951141357422,,
